Index,संस्कृतम्,Morphological Analysis,शब्दविश्लेषणम्,हिन्दी-विभक्ति:,हिन्दी अर्ध,English Meaning
2.1.Ω,आत्मानम्,B-B,आत्मन्{2}{पुं-ए.},आत्मन्+{को2},अपने~आप~को,himself
2.1.Ϊ,ज्ञात्वा,-,ज्ञात्वा,ज्ञात्वा,जानकर,having_known
2.1.Ϋ,पैतामहात्,B-A,पैतामह{5}{पुं-ए.},पैतामह+{से},ब्रह्मा~से~प्राप्त,received_from_Pitamaha_Brahma
2.1.ά,वरात्,B-A,वर{5}{पुं-ए.},वर+{से},वरदान~के~कारण,in_consequence_of_boon_by_the_missiles
2.1.έ,मषर्यन्,B-A,मषर्यत्{1}{पुं-ए.},मषर्यत्+{0/ने},सहन~करते~हुए,bearing_with
2.1.ή,राक्षसान्,-,राक्षस{2}{पुं-ब.},राक्षस+{को2},राक्षसों~को,demons
2.1.ί,वीरः,B-A,वीर{1}{पुं-ए.},वीर+{0/ने},वीर,the_hero_(Hanuman)
2.1.ΰ,यन्त्रिणः,-,यन्त्रिन्{1}{पुं-ब.},यन्त्रिन्+{0/ने},बांधकर~ले~जानेवाले,who_can_bind_him_in_bondage
2.1.α,तान्,-,तान्,तान्,उनको,those
2.1.β,यदृच्छया,-,यदृच्छा{1}{स्त्री-ए.},यदृच्छा+{से3},अपनी~इच्छा~से,deliberately
2.1.γ,8.1.Aततः,8.1.CB-A,8.1.Dततः},8.1.Eततः,8.1.Fउसके~बाद,8.1.Gthereafter
2.1.δ,दग्ध्वा,-,दग्ध्वा,दग्ध्वा,जलाकर,having_set_on_fire
2.1.ε,पुरीं,B-B,पुरी{2}{स्त्री-ए.},पुरी+{को2},पुरीं,the city
2.1.ζ,लङ्काम्,-,लङ्का{2}{स्त्री-ए.},लङ्का+{को2},लङ्काम्,to_the_Lanka_by_name
2.1.η,ऋते,-,ऋते,ऋते,छोड.कर,leaving
2.1.θ,सीतां,B-B,सीता{2}{स्त्री-ए.},सीता+{को2},सीतां,सीतां
2.1.ι,च,-,च,च,और,and
2.1.κ,मैथिलीम्,B-B,मैथिली{2}{स्त्री-ए.},मैथिली+{को2},मिथिला~नरेश~की~पुत्री,to_the_princess_of_Mithila
2.1.λ,रामाय,B-D,राम{4}{पुं-ए.},राम+{को4},राम~को,to_Rama
2.1.μ,प्रियम्,B-B,प्रिय{2}{पुं-ए.},प्रिय+{को2},प्रिय,delightful
2.1.ν,आख्यातुम्,-,आख्यातुम्,आख्यातुम्,कहने~के~लिए,to_say
2.1.ξ,पुनः,-,पुनः,पुनः,फिर,again
2.1.ο,आयात्,B-v,आ+या{कर्तरि_लङ्_प्रपु_एक},आ+या{कर्तरि_लङ्_प्रपु_एक},आया,returned_back
2.1.π,महा-कपिः,-,महा-कपि{1}{पुं-ए.},महा-कपि+{0/ने},वानर~श्रेष्ठ~(हनुमान्),the_great_monkey_(Hanuman)
2.1.ρ,9.1.Aसः,9.1.CB-A,9.1.Dतद्{1}{पुं-ए.},9.1.Eतद्+{0/ने},9.1.Fवह~हनुमान्,9.1.Ghe_(Hanuman)
2.1.ς,अभि-गम्य,-,अभि-गम्य,अभि-गम्य,पास~जाकर,having_approached
2.1.σ,महात्मानम्,B-B,महात्मन्{2}{पुं-ए.},महात्मन्+{को2},महान्,high_souled
2.1.τ,कृत्वा,-,कृत्वा,कृत्वा,करके,having_done
2.1.υ,रामं,B-B,राम{2}{पुं-ए.},राम+{को2},रामं,to_Rama
2.1.φ,प्र-दक्षिणम्,-,प्र-दक्षिण{2}{नपुं-ए.},प्र-दक्षिण+{को2},प्र-दक्षिणम्,moving_around_clockwise
2.1.χ,न्यवेदयत्,-,न्यवेदयत्,न्यवेदयत्,निवेदन~किया,submitted
2.1.ψ,अमेयात्मा,-,अमेयात्मन्{1}{पुं-ए.},अमेयात्मन्+{0/ने},अपरिमेय~बुद्धि~सम्पन्न,having_unmeasurable_intelligence
2.1.ω,दृष्टा,-,दृष्टा,दृष्टा,देखी~गई,had_been_seen
2.1.ϊ,सीता,-,सीता{1}{स्त्री-ए.},सीता+{0/ने},सीता,Sita
2.1.ϋ,इति,-,इति,इति,इस~प्रकार,that
2.1.ό,तत्त्वतः,-,तत्त्वतः,तत्त्वतः,वस्तुतः,in_reality
2.1.ύ,10.1.Aततः,10.1.CB-A,10.1.Dततः,10.1.Eततः,10.1.Fउसके~बाद,10.1.Gthereafter
2.1.ώ,सुग्रीव-सहितः,B-A,सुग्रीव-सहित{1}{पुं-ए.},सुग्रीव-सहित+{0/ने},सुग्रीव~के~साथ,accompanied_by_Sugriva
2.1.Ϗ,गत्वा,-,गत्वा,गत्वा,जाकर,having_moved
2.1.ϐ,तीरं,B-B,तीर{2}{नपुं-ए.},तीर+{को2},तट~को,to_the_shore
2.1.ϑ,महोदधेः,B-F,महोदधि{6}{पुं-ए.},महोदधि+{का},समुद्र~के,of_the_great_ocean
2.1.ϒ,समुद्रं,B-B,समुद्र{2}{पुं-ए.},समुद्र+{को2},समुद्र~को,to_the_sea
2.1.ϓ,क्षोभयामास,B-v,क्षुभ+णिच्{कर्तरि_लिट्_प्रपु_एक},क्षुभ+णिच्{कर्तरि_लिट्_प्रपु_एक},आकुल~किया,shook_to_its_lowest_depth
2.1.ϔ,शरैः,B-C,शर{3}{पुं-ब.},शर+{से3},बाणों~से,with_arrows
2.1.ϕ,आदित्य-सन्निभैः,B-C,आदित्य-सन्निभ{3}{पुं-ब.},आदित्य-सन्निभ+{से3},आदित्य-सन्निभैः,like_the_glorious_sun
2.1.ϖ,11.1.Aदर्शयामास,11.1.CB-v,11.1.Dदृश्+णिच्{कर्तरि_लिट्_प्रपु_एक},11.1.Eदृश्+णिच्{कर्तरि_लिट्_प्रपु_एक},11.1.Fदिखाया,11.1.Grevealed
2.1.ϗ,च,-,च,च,और,and
2.1.Ϙ,आत्मानम्,B-B,आत्मन्{2}{पुं-ए.},आत्मन्+{को2},अपने~आप~को,himself
2.1.ϙ,समुद्रः,B-A,समुद्र{1}{पुं-ए.},समुद्र+{0/ने},समुद्र,ocean
2.1.Ϛ,सरितां,B-F,सरित्{6}{स्त्री-ब.},सरित्+{का},नदिया~के,of_the_rivers
2.1.ϛ,पतिः,B-A,पति{1}{पुं-ए.},पति+{0/ने},पति,the_lord
2.1.Ϝ,समुद्र-वचनात्,B-A,समुद्र-वचन{5}{नपुं-ए.},समुद्र-वचन+{से},समुद्र-कथन~से,at_the_intercession_of_the_sea
2.1.ϝ,च,-,च,च,और,and
2.1.Ϟ,एव,-,एव,एव,ही,only
2.1.ϟ,नलं,B-B,नल{2}{पुं-ए.},नल+{को2},नल~से,by_Nala
2.1.Ϡ,सेतुम्,B-B,सेतु{2}{पुं-ए.},सेतु+{को2},पुल,a_bridge
2.1.ϡ,अकारयत्,B-v,कृ+णिच्{कर्तरि_लङ्_प्रपु_एक},कृ+णिच्{कर्तरि_लङ्_प्रपु_एक},बनवाया,caused_to_build
2.1.Ϣ,1.Aश्लोक,1.C-,1.Dश्लोक,1.Eश्लोक,1.Fश्लोक,1.Gश्लोक
2.1.ϣ,2.1.Aतेन,2.1.CB-C,2.1.Dतद्{3}{नपुं/पुं.-ए.},2.1.Eतद्+{से3},2.1.Fउस~पुल~से,2.1.Gwith_that
2.1.Ϥ,गत्वा,-,गत्वा,गत्वा,जाकर,having_reached
2.1.ϥ,पुरीम्,B-B,पुरी{2}{स्त्री-ए.},पुरी+{को2},पुरी~को,to_the_city
2.1.Ϧ,लङ्काम्,-,लङ्का{2}{स्त्री-ए.},लङ्का+{को2},लङ्का~को,Lanka
2.1.ϧ,हत्वा,-,हत्वा,हत्वा,मारकर,having_killed
2.1.Ϩ,रावणम्,B-B,रावण{2}{पुं-ए.},रावण+{को2},रावण~को,to_Ravana
2.1.ϩ,आहवे,-,आहव{7}{पुं-ए.},आहव+{में/पर},युद्ध~में,in_combat
2.1.Ϫ,रामः,B-A,राम{1}{पुं-ए.},राम+{0/ने},राम,shri_Rama
2.1.ϫ,सीताम्,B-B,सीता{2}{स्त्री-ए.},सीता+{को2},सीता~को,to_Sita
2.1.Ϭ,अनु-प्राप्य,-,अनुप्राप्य,अनुप्राप्य,प्राप्त~कर,having_got_back
2.1.ϭ,पराम्,B-B,परा{2}{स्त्री-ए.},परा+{को2},अत्यधिक,great
2.1.Ϯ,व्रीडाम्,B-B,व्रीडा{2}{स्त्री-ए.},व्रीडा+{को2},लज्जा~को,sense_of_shame
2.1.ϯ,उपागमत्,B-v,उप+आ+गम्{कर्तरि_लुङ्_प्रपु_एक},उप+आ+गम्{कर्तरि_लुङ्_प्रपु_एक},अनुभव~किया,experienced(felt)
2.1.ϰ,3.1.Aताम्,3.1.CB-B,3.1.Dतद्{2}{स्त्री-ए.},3.1.Eतद्+{को2},3.1.Fउस~(सीता)~को,3.1.Gto_her(Sita)
2.1.ϱ,उवाच,B-v,वच्{कर्तरि_लिट्_प्रपु_एक},वच्{कर्तरि_लिट्_प्रपु_एक},बोले,spoke
2.1.ϲ,ततः,B-A,ततः,ततः,तब,then
2.1.ϳ,रामः,B-A,राम{1}{पुं-ए.},राम+{0/ने},राम,shri_Rama
2.1.ϴ,परुषम्,B-B,परुष{2}{नपुं-ए.},परुष+{को2},कठोर,harsh_(words)
2.1.ϵ,जन-संसदि,-,जन-संसद्{7}{स्त्री-ए.},जन-संसद्+{में/पर},लोगों~के~समुदाय~में,in_the_assembly
2.1.϶,अमृष्यमाणा,-,अमृष्यमाणा{1}{स्त्री-ए.},अमृष्यमाणा+{0/ने},न~सहन~करती~हुई,resenting
2.1.Ϸ,सा,-,तद्{1}{स्त्री-ए.},तद्+{0/ने},वह~(सीता),she
2.1.ϸ,सीता,-,सीता{1}{स्त्री-ए.},सीता+{0/ने},सीता,Sita
2.1.Ϲ,विवेश,-,विवेश,विवेश,प्रवेश~कर~गयी,entered
2.1.Ϻ,ज्वलनम्,-,ज्वलन{2}{नपुं-ए.},ज्वलन+{को2},अग्नि~(में),in_fire
2.1.ϻ,सती,-,सती{1}{स्त्री-ए.},सती+{0/ने},सती,chaste
2.1.ϼ,4.1.Aततः,4.1.CB-A,4.1.Dततः,4.1.Eततः,4.1.Fतब,4.1.Gthen
2.1.Ͻ,अग्नि-वचनात्,B-A,अग्नि-वचन{1}{नपुं-ए.},अग्नि-वचन+{0/ने},अग्निदेव~के~वचन~से,from_the_words_of_fire_god
2.1.Ͼ,सीताम्,B-B,सीता{2}{स्त्री-ए.},सीता+{को2},सीता~को,Sita
2.1.Ͽ,ज्ञात्वा,-,ज्ञात्वा,ज्ञात्वा,जानकर,having_known
2.1.Ѐ,विगत-कल्मषाम्,-,विगत-कल्मषा{2}{स्त्री-ए.},विगत-कल्मषा+{को2},दोषरहित,sinless
2.1.Ё,कर्मणा,B-C,कर्मन्{3}{नपुं-ए.},कर्मन्+{से3},कार्य~से,feat(achievment)
2.1.Ђ,तेन,-,तद्{3}{पुं-ए.},तद्+{से3},पूर्वोक्त,with_that
2.1.Ѓ,महता,B-C,महत्{3}{नपुं/पुं.-ए.},महत्+{से3},श्रेष्ठ,remarkable
2.1.Є,त्रैलोक्यम्,B-A,त्रैलोक्य{1}{नपुं-ए.},त्रैलोक्य+{0/ने},तीनों_लोक,all_the_three_worlds
2.1.Ѕ,स-चराचरम्,-,स-चराचर{1}{नपुं-ए.},स-चराचर+{0/ने},जड~एवं~चेतन,comprising_animate_and_inanimate_creature
2.1.І,5.1.Aस-देवर्षि-गणं,5.1.C-,5.1.Dस-देवर्षि-गण{1}{नपुं-ए.},5.1.Eस-देवर्षि-गण+{0/ने},5.1.Fदेवर्षिगणों~से,5.1.G
2.1.Ї,तुष्टं,B-A,तुष्ट{1}{नपुं-ए.},तुष्ट+{0/ने},प्रसन्न~हुए,pleased
2.1.Ј,राघवस्य,B-F,राघव{6}{पुं-ए.},राघव+{का},राम~के,of_shri_Rama
2.1.Љ,महात्मनः,-,महात्मन्{6}{पुं-ए.},महात्मन्+{का},महापुरुष,of_the_high_souled
2.1.Њ,बभौ,B-v,भा{कर्तरि_लिट्_प्रपु_एक},भा{कर्तरि_लिट्_प्रपु_एक},हुए,was
2.1.Ћ,रामः,B-A,राम{1}{पुं-ए.},राम+{0/ने},राम,shri_Rama
2.1.Ќ,सम्-प्रहृष्टः,-,सम्-प्रहृष्ट{1}{पुं-ए.},सम्-प्रहृष्ट+{0/ने},प्रसन्न हुए,extremely_delighted
2.1.Ѝ,पूजितः,B-A,पूजित{1}{पुं-ए.},पूजित+{0/ने},पूजित,honoured
2.1.Ў,सर्व-दैवतैः,-,सर्व-दैवत{3}{नपुं-ए.},सर्व-दैवत+{से3},सभी~देवताओं से,by_all_the_gods
2.1.Џ,6.1.Aअभि-षिच्य,6.1.C-,6.1.Dअभि-षिच्य,6.1.Eअभि-षिच्य,6.1.Fअभिषिक्त~कर,6.1.Ghaving_installed
2.1.А,च,-,च,च,और,and
2.1.Б,लङ्कायाम्,-,लङ्काया{7}{स्त्री-ए.},लङ्काया+{में/पर},लङ्का~में,on_the_throne_of_Lanka
2.1.В,राक्षसेन्द्रम्,B-B,राक्षसेन्द्र{2}{पुं-ए.},राक्षसेन्द्र+{को2},राक्षसराज,the_chief_of_ogres
2.1.Г,वि-भीषणम्,-,वि-भीषण{2}{पुं-ए.},वि-भीषण+{को2},वि-भीषणम्,Vibhishana
2.1.Д,कृत-कृत्यः,-,कृत-कृत्य{1}{पुं-ए.},कृत-कृत्य+{0/ने},कृत-कृत्यः,felt_accomplished_of_purpose
2.1.Е,तदा,-,तदा,तदा,उसी~दिन,then
2.1.Ж,रामः,B-A,राम{1}{पुं-ए.},राम+{0/ने},राम,shri_Rama
2.1.З,वि-ज्वरः,-,वि-ज्वर{1}{पुं-ए.},वि-ज्वर+{0/ने},वि-ज्वरः,rid_of_anxiety
2.1.И,प्र-मुमोद,-,प्र-मुमोद,प्र-मुमोद,प्र-मुमोद,greatly_rejoiced
2.1.Й,ह,-,ह,ह,ह,ह
2.1.К,85,-,85,85,85,85
2.1.Л,7.1.Aदेवताभ्यः,7.1.CB-A,7.1.Dदेवता{5}{स्त्री-ए.},7.1.Eदेवता+{से},7.1.Fदेवताौओं~से,7.1.Gfrom_the_gods
2.1.М,वरम्,B-B,वर{2}{पुं-ए.},वर+{को2},वरदान,a_boon
2.1.Н,प्राप्य,-,प्राप्य,प्राप्य,प्राप्त~कर,having_received
2.1.О,समुत्थाप्य,-,समुत्थाप्य,समुत्थाप्य,सचेत~करके,having_aroused
2.1.П,च,-,च,च,और,and
2.1.Р,वानरान्,-,वानर{2}{पुं-ब.},वानर+{को2},वानरान्,to_the_monkeys
2.1.С,अयोध्याम्,B-B,अयोध्या{2}{स्त्री-ए.},अयोध्या+{को2},अयोध्या~(की~ओर),to_Ayodhaya
2.1.Т,प्र-स्थितः,-,प्र-स्थित{1}{पुं-ए.},प्र-स्थित+{0/ने},प्र-स्थितः,flew
2.1.У,रामः,B-A,राम{1}{पुं-ए.},राम+{0/ने},राम,shri_Rama
2.1.Ф,पुष्पकेण,B-C,पुष्पक{3}{पुं-ए.},पुष्पक+{से3},पुष्पक~विमान~से,by_pushpaka
2.1.Х,सुहृद्-वृतः,-,सुहृद्-वृत{1}{पुं-ए.},सुहृद्-वृत+{0/ने},सुहृद्-वृतः,accompanied_by_his_relations_and_friends
2.1.Ц,8.1.Aभरद्वाजाश्रमम्,8.1.C-,8.1.Dभरद्वाजाश्रम{2}{पुं-ए.},8.1.Eभरद्वाजाश्रम+{को2},8.1.Fभरद्वाज~के~आश्रम,8.1.Gthe_hermitage_of_the_sage
2.1.Ч,गत्वा,-,गत्वा,गत्वा,जाकर,having_reached
2.1.Ш,आ-रामः,B-A,आ-राम{1}{पुं-ए.},आ-राम+{0/ने},आ-राम,one_who_gives_pleasure_to_all
2.1.Щ,सत्य-पराक्रमः,-,सत्य-पराक्रमः{1}{पुं-ए.},सत्य-पराक्रमः+{0/ने},सत्य-पराक्रमः,having_unfailing_prowess
2.1.Ъ,भरतस्य,-,भरत{6}{पुं-ए.},भरत+{का},भरत~के,of_Bharata
2.1.Ы,अन्तिके,-,अन्तिक{7}{नपुं-ए.},अन्तिक+{में/पर},समीप,to_the_presence
2.1.Ь,रामः,B-A,राम{1}{पुं-ए.},राम+{0/ने},राम,shri_Rama
2.1.Э,हनूमन्तम्,-,हनूमत्{2}{पुं-ए.},हनूमत्+{को2},हनुमान्~को,to_Hanuman
2.1.Ю,व्यसर्जयत्,B-v,वि_सृज्+णिच्{कर्तरि_लङ्_प्रपु_एक},वि_सृज्+णिच्{कर्तरि_लङ्_प्रपु_एक},भेजा,"despatched,sent"
2.1.Я,9.1.Aपुनः,9.1.C-,9.1.Dपुनः,9.1.Eपुनः,9.1.Fफिर,9.1.Gonce_more
2.1.а,आख्यायिकाम्,B-B,आख्यायिका{2}{स्त्री-ए.},आख्यायिका+{को2},वृत्तान्त,past_history
2.1.б,जल्पन्,B-A,जल्पत्{1}{पुं-ए.},जल्पत्+{0/ने},कहते~हुए,narrating
2.1.в,सुग्रीव-सहितः,B-A,सुग्रीव-सहित{1}{पुं-ए.},सुग्रीव-सहित+{0/ने},सुग्रीव-सहितः,accompanied_by_Sugriva
2.1.г,तदा,-,तदा,तदा,तदा,then
2.1.д,पुष्पकम्,B-B,पुष्पक{2}{नपुं-ए.},पुष्पक+{को2},पुष्पकम्,Pushpakam
2.1.е,तत्,B-B,तद्{2}{नपुं-ए.},तद्+{को2},तत्,that
2.1.ж,समारुह्य,-,समारुह्य,समारुह्य,बैठकर,having_boarded
2.1.з,नन्दि-ग्रामम्,-,नन्दि-ग्राम{2}{पुं-ए.},नन्दि-ग्राम+{को2},नन्दि-ग्रामम्,to_Nandigrama
2.1.и,ययौ,B-v,या{कर्तरि_लिट्_प्रपु_एक},या{कर्तरि_लिट्_प्रपु_एक},पहुँचे,flew
2.1.й,तदा,-,तदा,तदा,उसी~दिन,then
2.1.к,10.1.Aनन्दि-ग्रामे,10.1.CB-G,10.1.Dनन्दिग्राम{7}{पुं-ए.},10.1.Eनन्दिग्राम+{में/पर},10.1.Fनन्दि-ग्रामे,10.1.Gat_Nandigrama
2.1.л,जटाम्,B-B,जटा{2}{स्त्री-ए.},जटा+{को2},जटा~को,matted_hair
2.1.м,हित्वा,-,हित्वा,हित्वा,त्यागकर,having_disentangled
2.1.н,भ्रातृभिः,B-C,भ्रातृ{3}{पुं-ब.},भ्रातृ+{से3},भ्रातृभिः,with_brothers
2.1.о,सहितः,B-A,सहित{1}{पुं-ए.},सहित+{0/ने},सहितः,accompanied
2.1.п,अनघः,-,अनघ{1}{पुं-ए.},अनघ+{0/ने},अनघः,the_sinless
2.1.р,रामः,B-A,राम{1}{पुं-ए.},राम+{0/ने},राम,shri_Rama
2.1.с,सीताम्,B-B,सीता{2}{स्त्री-ए.},सीता+{को2},सीता~को,Sita
2.1.т,अनु-प्राप्य,-,अनुप्राप्य,अनुप्राप्य,अनु-प्राप्त~कर,having_got_back
2.1.у,राज्यम्,B-B,राज्य{2}{नपुं-ए.},राज्य+{को2},राज्य~को,(his)_kingdom
2.1.ф,पुनः,-,पुनः,पुनः,फिर,once_more
2.1.х,अवाप्तवान्,B-A,अवाप्तवत्{1}{पुं-ए.},अवाप्तवत्+{0/ने},अवाप्तवान्,regained
2.1.ц,11.1.Aप्रहृष्ट-मुदितः,11.1.C-,11.1.Dप्रहृष्ट-मुदित{1}{पुं-ए.},11.1.Eप्रहृष्ट-मुदित+{0/ने},11.1.Fप्रहृष्ट-मुदितः,11.1.Gmuch_delighted
2.1.ч,लोकः,B-A,लोक{1}{पुं-ए.},लोक+{0/ने},लोग,people
2.1.ш,तुष्टः,B-A,तुष्ट{1}{पुं-ए.},तुष्ट+{0/ने},सन्तुष्ट,cheerful_or_contended
2.1.щ,पुष्टः,B-A,पुष्ट{1}{पुं-ए.},पुष्ट+{0/ने},पुष्ट,well-fed
2.1.ъ,सु-धार्मिकः,-,सु-धार्मिक{1}{पुं-ए.},सु-धार्मिक+{0/ने},सु-धार्मिकः,exceedingly_pious
2.1.ы,निरामयः,-,निरामय{1}{पुं-ए.},निरामय+{0/ने},निरामयः,free_from_mental_agony
2.1.ь,हि,-,हि,हि,तो,positively
2.1.э,अरोगः,B-A,अरोग{1}{पुं-ए.},अरोग+{0/ने},शारीरिक~रोग~रहित,free_from_bodily_ailment
2.1.ю,च,-,च,च,और,and
2.1.я,दुर्भिक्ष-भय-वर्जितः,B-A,दुर्भिक्ष-भय-वर्जित{1}{पुं-ए.},दुर्भिक्ष-भय-वर्जित+{0/ने},दुर्भिक्ष-भय-वर्जितः,rid_of_famine_and_fear
2.1.ѐ,1.Aश्लोक,1.C-,1.Dश्लोक,1.Eश्लोक,1.Fश्लोक,1.Gश्लोक
2.1.ё,2.1.Aन,2.1.C-,2.1.Dन,2.1.Eन,2.1.Fन,2.1.Gnor
2.1.ђ,पुत्र-मरणं,-,पुत्र-मरण{1}{नपुं-ए.},पुत्र-मरण+{को2},पुत्र~मरण,death_of_(their)_son_or_daughter
2.1.ѓ,केचित्,-,केचित्,केचित्,कोई,any
2.1.є,द्रक्ष्यन्ति,B-v,दृश्{कर्तरि_लृट्_प्रपु_बहु},दृश्{कर्तरि_लृट्_प्रपु_बहु},देखेगा,will_witness
2.1.ѕ,पुरुषः,B-A,पुरुष{1}{पुं-ब.},पुरुष+{0/ने},पुरुष,men
2.1.і,क्वचित्,-,क्वचित्,क्वचित्,कहीं,where
2.1.ї,नार्यः,B-A,नारी{1}{स्त्री-ब.},नारी+{0/ने},नारियाँ,women
2.1.ј,च,-,च,च,और,and
2.1.љ,अविधवाः,B-A,अविधवा{1}{स्त्री-ब.},अविधवा+{0/ने},अविधवा,not_widows
2.1.њ,नित्यं,B-B,नित्य{2}{नपुं-ए.},नित्य+{को2},--,ever
2.1.ћ,भविष्यन्ति,B-v,भू{कर्तरि_लृट्_प्रपु_बहु},भू{कर्तरि_लृट्_प्रपु_बहु},रहेगीं,will_be
2.1.ќ,पति-व्रताः,B-A,पति-व्रता{1}{स्त्री-ब.},पति-व्रता+{0/ने},पतिव्रता,will_be_ever_devoted_to_their_husbands
2.1.ѝ,3.1.Aन,3.1.C-,3.1.Dन,3.1.Eन,3.1.Fन,3.1.Gnor
2.1.ў,च,-,च,च,और,and
2.1.џ,अग्नि-जम्,-,अग्नि-ज{1}{नपुं-ए.},अग्नि-ज+{0/ने},अग्नि~से~होने~वाला,caused_by_fire
2.1.Ѡ,भयम्,B-A,भय{1}{नपुं-ए.},भय+{0/ने},भय,fear
2.1.ѡ,किञ्चित्,-,किञ्चित्,किञ्चित्,कोई,any
2.1.Ѣ,न,-,न,न,न,nor
2.1.ѣ,अप्सु,B-G,अप्{7}{स्त्री-ब.},अप्+{में/पर},जल~में,in_water
2.1.Ѥ,मज्जन्ति,B-v,मस्ज्{कर्तरि_लट्_प्रपु_बहु},मस्ज्{कर्तरि_लट्_प्रपु_बहु},डूबते~हैं,be_drowned
2.1.ѥ,जन्तवः,-,जन्तु{1}{पुं-ब.},जन्तु+{0/ने},प्राणी,living_beings
2.1.Ѧ,न,-,न,न,न,nor
2.1.ѧ,वातजम्,B-A,वातज{1}{नपुं-ए.},वातज+{0/ने},वायु~सम्बद्ध,caused_by_wind
2.1.Ѩ,भयम्,B-A,भय{1}{नपुं-ए.},भय+{0/ने},भय,fear
2.1.ѩ,किञ्चित्,-,किञ्चित्,किञ्चित्,कोई,any
2.1.Ѫ,न,-,न,न,न,nor
2.1.ѫ,अपि,-,अपि,अपि,भी,also
2.1.Ѭ,ज्वर-कृतं,-,ज्वर-कृत{1}{नपुं-ए.},ज्वर-कृत+{0/ने},ज्वर~से,(fear)_caused_by_fever
2.1.ѭ,तथा,-,तथा,तथा,और,and_(other_sacrifices)
2.1.Ѯ,4.1.Aन,4.1.C-,4.1.Dन,4.1.Eन,4.1.Fन,4.1.Gnor
2.1.ѯ,च,-,च,च,और,and
2.1.Ѱ,अपि,-,अपि,अपि,भी,also
2.1.ѱ,क्षुद्-भयं,B-A,क्षुद्-भय{1}{नपुं-ए.},क्षुद्-भय+{0/ने},भूख~का~भय,fear_of_starvation
2.1.Ѳ,तत्र,-,तत्र,तत्र,वहाँ~न~(राम~राज्य~में),there
2.1.ѳ,न,-,न,न,न,nor
2.1.Ѵ,तस्कर-भयं,B-A,तस्कर-भय{1}{नपुं-ए.},तस्कर-भय+{0/ने},चोर~का~भय,the_fear_of_thieves
2.1.ѵ,तथा,-,तथा,तथा,और,and
2.1.Ѷ,नगराणि,B-A,नगर{1}{नपुं-ब.},नगर+{0/ने},नगर,cities
2.1.ѷ,च,-,च,च,और,and
2.1.Ѹ,राष्ट्राणि,B-A,राष्ट्र{1}{नपुं-ब.},राष्ट्र+{0/ने},प्रदेश,states
2.1.ѹ,धन-धान्य-युतानि,B-A,धन-धान्य-युत{1}{नपुं-ब.},धन-धान्य-युत+{0/ने},सर्वसमृद्धिशाली,(will_be)_full_of_riches_and_food_grains
2.1.Ѻ,च,-,च,च,और,and
2.1.ѻ,93,-,93,93,93,93
2.1.Ѽ,5.1.Aनित्यं,5.1.CB-B,5.1.Dनित्य{2}{नपुं-ए.},5.1.Eनित्य+{को2},5.1.Fहमेशा,5.1.Gever
2.1.ѽ,प्र-मुदिताः,-,प्र-मुदित{1}{नपुं-ब.},प्र-मुदित+{0/ने},प्रसन्न,extremely_happy
2.1.Ѿ,सर्वे,B-A,सर्व{1}{पुं-ब.},सर्व+{0/ने},सभी~लोग,all
2.1.ѿ,यथा,-,यथा,यथा,जैसे,as
2.1.Ҁ,कृत-युगे,-,कृत-युग{7}{नपुं-ए.},कृत-युग+{में/पर},सतयुग~में,in_Satyayuga
2.1.ҁ,तथा,-,तथा,तथा,वैसे,-
2.1.҂,अश्वमेध-शतैः,-,अश्वमेध-शत{3}{पुं-ब.},अश्वमेध-शत+{से3},सैकडों~अश्वमेधों~से,through_hundreds_of_horse_sacrifices
2.1.҃,इष्ट्वा,-,इष्ट्वा,इष्ट्वा,यज्ञों~को~करके,having_propitiated
2.1.҄,तथा,-,तथा,तथा,और,and_(other_sacrifices)
2.1.҅,बहु-सुवर्णकैः,-,बहु-सुवर्णकैः{3}{नपुं-ब.},बहु-सुवर्णकैः+{से3},प्रचुर~सुवर्ण~के~उपयोग~वाले,involving_the_use_of_abundant_gold
2.1.҆,94,-,94,94,94,94
2.1.҇,6.1.Aगवां,6.1.CB-F,6.1.Dगो{6}{पुं-ब.},6.1.Eगो+{का},6.1.Fगौओं~के,6.1.Gof_cows
2.1.҈,कोट्ययुतं,B-B,कोट्ययुत{2}{नपुं-ए.},कोट्ययुत+{को2},दस~हजार~करोड,billion
2.1.҉,दत्त्वा,-,दत्त्वा,दत्त्वा,देकर,having_given
2.1.Ҋ,विद्वद्भ्यः,B-D,विद्वस्{4}{पुं-ब.},विद्वस्+{को4},विद्वानों~(को),on_the_learned
2.1.ҋ,विधि-पूर्वकम्,-,विधि-पूर्वक{2}{नपुं-ए.},विधि-पूर्वक+{को2},विधि~विधान~के~अनुसार,bestowed_with_due_ceremony
2.1.Ҍ,असंख्येयं,B-B,असंख्येय{2}{नपुं-ए.},असंख्येय+{को2},असंख्येय,uncountable
2.1.ҍ,धनं,B-B,धन{2}{नपुं-ए.},धन+{को2},धन~को,riches
2.1.Ҏ,दत्त्वा,-,दत्त्वा,दत्त्वा,देकर,having_given
2.1.ҏ,ब्राह्मणेभ्यः,B-D,ब्राह्मण{4}{पुं-ब.},ब्राह्मण+{को4},ब्राह्मणों~(को),Brahmins
2.1.Ґ,महा-यशाः,-,महा-यशस्{1}{पुं-ब.},महा-यशस्+{0/ने},महान्~यश~वाले,having_great_fame
2.1.ґ,95,-,95,95,95,95
