chpatno,slokano,sentno,Words,Sandhied Words,Hindi Meanings,English Meanings
01,074,1,,भावितात्मा सोऽपश्यत्प्रणिधानेन भुवः भर्तुरथैनं सन्ततेः स्तम्भकारणम् - -,भावितात्मन् वह भू_का स्वामी_से पालन_से - प्रणिधान_से देखा,- - - - - - - -
01,074,2,,अथ एनं प्रत्यबोधयत्,और यह -,- - -
01,075,1,,पुरा शक्रमुपस्थाय - - प्रति यास्यतः तवोर्वीं पथि सुरभिः - - आसीत्कल्पतरुच्छायामाश्रिता,पहले इन्द्र_को गोद_को भूमि_को ओर जाएँगे तुम्हारा रास्ते_में सुगंध कल्प-वृक्ष-छाया_को आश्रि था,- - - - - - - - - - - -
01,076,1,,धर्मलोपभयाद्राज्ञीमृतुस्नातामिमां - - - स्मरन् त्वं प्रदक्षिणक्रियार्हायां तस्यां साधु नाचरः -,धर्म-लोप-भय_से ऋतु-ष्णै1या_हुईं इस रानी_का स्मरण_करता_हुआ तुमने प्रदक्षिणक्रिया-योग्य उसका साधु - आचरण_नहीं_किये,- - - - - - - - - - -
01,077,1,,यस्मादतस्ते (-) मां अवजानासि,जिससे तुम मुझे जानते_हो,- - - -
01,077,2,,- मत्प्रसूतिमनाराध्य - - प्रजेति न भविष्यति - सा त्वां शशाप,अतः मत्-जन्म_देना_को आङ्_राध्1_प्प्_स्क्यें वे प्रजा नहीं होगा ऐसा वह तुम्हें शपथ_की,- - - - - - - - - - -
01,078,1,,राजन्न - - स्रोतस्युद्दामदिग्गजे नदत्याकाशगङ्गायाः स शापो त्वया सारथिना च न श्रुतः,राजा - उद्दाम-दिग्गज_में सरिता_में णद्1ता_हुआ वह शाप तुमसे सारथि_से और नहीं -,- - - - - - - - - - - -
01,078,2,,- - - - - - - सारथिना च - - (-),राजा - उद्दाम-दिग्गज_में सरिता_में णद्1ता_हुआ वह शाप सारथि_से और नहीं - है,- - - - - - - - - - - -
01,079,1,,तदवज्ञानाद्विद्धि (-) - ईप्सितं सार्गलमात्मनः -,तत्-अवज्ञान_से - आत्मा_की चाहना स-अर्गल_को समझो,- - - - - -
01,079,2,,हि पूज्यपूजाव्यतिक्रमः श्रेयः प्रतिबध्नाति,हि अतिक्रमण-अतिक्रमण श्रेय प्रति_बन्ध्1_प्प्_स्क्ता_है,- - - -
